month,division,line,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2019-06-01,B DIVISION,L,1,9121,9670,94.3226474
2019-06-01,B DIVISION,L,2,2905,3040,95.5592105
2019-06-01,B DIVISION,M,1,4105,5518,74.392896
2019-06-01,B DIVISION,M,2,2461,2676,91.9656203
2019-06-01,B DIVISION,N,1,6944,8877,78.2246254
2019-06-01,B DIVISION,N,2,1571,2227,70.5433318
2019-06-01,B DIVISION,Q,1,5547,6300,88.047619
2019-06-01,B DIVISION,Q,2,2337,2664,87.7252252
2019-06-01,B DIVISION,R,1,3889,5590,69.5706619
2019-06-01,B DIVISION,R,2,1462,2080,70.2884615
2019-06-01,B DIVISION,S Fkln,1,4674,4720,99.0254237
2019-06-01,B DIVISION,S Fkln,2,1857,1868,99.4111349
2019-06-01,B DIVISION,S Rock,1,3243,3360,96.5178571
2019-06-01,B DIVISION,S Rock,2,1386,1519,91.2442396
2019-06-01,Systemwide,Systemwide,1,134273,164712,81.519865
2019-06-01,Systemwide,Systemwide,2,45108,54082,83.4066787
2019-07-01,A DIVISION,1,1,8878,10412,85.2669996
2019-07-01,A DIVISION,1,2,4065,4398,92.4283765
2019-07-01,A DIVISION,2,1,5193,7310,71.0396717
2019-07-01,A DIVISION,2,2,969,2178,44.4903581
2019-07-01,A DIVISION,3,1,4898,6076,80.6122449
2019-07-01,A DIVISION,3,2,743,1050,70.7619048
2019-07-01,A DIVISION,4,1,6046,8124,74.4214673
2019-07-01,A DIVISION,4,2,1665,2458,67.7379984
2019-07-01,A DIVISION,5,1,5387,7158,75.2584521
2019-07-01,A DIVISION,5,2,1260,1458,86.4197531
2019-07-01,A DIVISION,6,1,9923,12264,80.9116112
2019-07-01,A DIVISION,6,2,2074,2558,81.0789679
2019-07-01,A DIVISION,7,1,13190,14370,91.7884482
2019-07-01,A DIVISION,7,2,2743,3300,83.1212121
2019-07-01,A DIVISION,S 42nd,1,13743,13828,99.3853052
2019-07-01,A DIVISION,S 42nd,2,3106,3145,98.7599364
2019-07-01,B DIVISION,A,1,5358,8304,64.5231214
2019-07-01,B DIVISION,A,2,1879,2570,73.1128405
2019-07-01,B DIVISION,B,1,2952,4300,68.6511628
2019-07-01,B DIVISION,C,1,3082,4400,70.0454545
2019-07-01,B DIVISION,C,2,1109,1435,77.28223
2019-07-01,B DIVISION,D,1,4210,6103,68.9824676
2019-07-01,B DIVISION,D,2,1679,1988,84.4567404
2019-07-01,B DIVISION,E,1,7147,9020,79.2350333
2019-07-01,B DIVISION,E,2,1727,1896,91.0864979
2019-07-01,B DIVISION,F,1,5504,8624,63.8218924
2019-07-01,B DIVISION,F,2,1587,1902,83.4384858
2019-07-01,B DIVISION,G,1,5072,6381,79.485974
2019-07-01,B DIVISION,G,2,2105,2414,87.1996686
2019-07-01,B DIVISION,JZ,1,5199,6138,84.7018573
2019-07-01,B DIVISION,JZ,2,1636,2028,80.6706114
2019-07-01,B DIVISION,L,1,10005,10738,93.1737754
2019-07-01,B DIVISION,L,2,2731,3112,87.7570694
2019-07-01,B DIVISION,M,1,4561,6077,75.0534803
2019-07-01,B DIVISION,M,2,2061,2468,83.5089141
2019-07-01,B DIVISION,N,1,7421,9529,77.8780565
2019-07-01,B DIVISION,N,2,1198,1943,61.6572311
2019-07-01,B DIVISION,Q,1,5978,6931,86.2501803
2019-07-01,B DIVISION,Q,2,1701,2344,72.5682594
2019-07-01,B DIVISION,R,1,4534,6180,73.3656958
2019-07-01,B DIVISION,R,2,1354,1860,72.7956989
2019-07-01,B DIVISION,S Fkln,1,5079,5120,99.1992188
2019-07-01,B DIVISION,S Fkln,2,1901,1922,98.9073881
2019-07-01,B DIVISION,S Rock,1,3540,3699,95.701541
2019-07-01,B DIVISION,S Rock,2,1180,1351,87.3427091
2019-07-01,Systemwide,Systemwide,1,146900,181086,81.121677
2019-07-01,Systemwide,Systemwide,2,40473,49778,81.3070031
2019-08-01,A DIVISION,1,1,9051,10264,88.1819953
2019-08-01,A DIVISION,1,2,2161,2478,87.2074253
2019-08-01,A DIVISION,2,1,5680,7462,76.1190029
2019-08-01,A DIVISION,2,2,1587,2506,63.3280128
2019-08-01,A DIVISION,3,1,4826,5626,85.7803057
2019-08-01,A DIVISION,3,2,172,214,80.3738318
2019-08-01,A DIVISION,4,1,6490,8136,79.7689282
2019-08-01,A DIVISION,4,2,1574,2418,65.0951199
2019-08-01,A DIVISION,5,1,5932,7256,81.753032
2019-08-01,A DIVISION,5,2,2599,2860,90.8741259
2019-08-01,A DIVISION,6,1,10673,12239,87.204837
2019-08-01,A DIVISION,6,2,2240,2558,87.5684128
2019-08-01,A DIVISION,7,1,13279,14422,92.0746082
2019-08-01,A DIVISION,7,2,3233,3498,92.4242424
2019-08-01,A DIVISION,S 42nd,1,13216,13284,99.488106
2019-08-01,A DIVISION,S 42nd,2,3648,3659,99.6993714
2019-08-01,B DIVISION,A,1,6039,8245,73.2443905
2019-08-01,B DIVISION,A,2,2162,2650,81.5849057
2019-08-01,B DIVISION,B,1,3266,4392,74.3624772
2019-08-01,B DIVISION,C,1,3440,4400,78.1818182
2019-08-01,B DIVISION,C,2,1107,1512,73.2142857
2019-08-01,B DIVISION,D,1,4585,6091,75.2749959
2019-08-01,B DIVISION,D,2,1578,1894,83.3157339
2019-08-01,B DIVISION,E,1,7508,9004,83.3851622
2019-08-01,B DIVISION,E,2,1771,1900,93.2105263
2019-08-01,B DIVISION,F,1,5323,8622,61.7374159
2019-08-01,B DIVISION,F,2,1633,1888,86.4936441
2019-08-01,B DIVISION,G,1,5318,6380,83.354232
2019-08-01,B DIVISION,G,2,2151,2362,91.0668925
2019-08-01,B DIVISION,JZ,1,5115,6129,83.4557024
2019-08-01,B DIVISION,JZ,2,1789,2028,88.2149901
2019-08-01,B DIVISION,L,1,9956,10850,91.7603687
2019-08-01,B DIVISION,L,2,2484,2632,94.3768997
2019-08-01,B DIVISION,M,1,4409,6070,72.6359143
2019-08-01,B DIVISION,M,2,1733,2507,69.126446
2019-08-01,B DIVISION,N,1,8036,9625,83.4909091
2019-08-01,B DIVISION,N,2,1636,2002,81.7182817
2019-08-01,B DIVISION,Q,1,6090,6930,87.8787879
2019-08-01,B DIVISION,Q,2,2105,2340,89.957265
2019-08-01,B DIVISION,R,1,4700,6174,76.1256884
2019-08-01,B DIVISION,R,2,1611,1864,86.4270386
2019-08-01,B DIVISION,S Fkln,1,5175,5192,99.6725732
2019-08-01,B DIVISION,S Fkln,2,1869,1922,97.2424558
2019-08-01,B DIVISION,S Rock,1,3515,3696,95.1028139
2019-08-01,B DIVISION,S Rock,2,1257,1419,88.5835095
2019-08-01,Systemwide,Systemwide,1,151622,180489,84.0062275
2019-08-01,Systemwide,Systemwide,2,42100,49111,85.7241758
2019-09-01,A DIVISION,1,1,8458,9343,90.5276678
2019-09-01,A DIVISION,1,2,2755,2884,95.5270458
2019-09-01,A DIVISION,2,1,5146,6580,78.2066869
2019-09-01,A DIVISION,2,2,1473,2358,62.4681934
2019-09-01,A DIVISION,3,1,5070,5727,88.5280251
2019-09-01,A DIVISION,3,2,1510,2080,72.5961538
2019-09-01,A DIVISION,4,1,5711,7504,76.1060768
2019-09-01,A DIVISION,4,2,1900,3135,60.6060606
2019-09-01,A DIVISION,5,1,5144,6541,78.6424094
2019-09-01,A DIVISION,5,2,1793,2048,87.5488281
2019-09-01,A DIVISION,6,1,8834,11261,78.44774
2019-09-01,A DIVISION,6,2,3004,3698,81.233099
2019-09-01,A DIVISION,7,1,12592,13113,96.0268436
2019-09-01,A DIVISION,7,2,3776,3974,95.0176145
2019-09-01,A DIVISION,S 42nd,1,10280,10329,99.5256075
2019-09-01,A DIVISION,S 42nd,2,3356,3356,100
2019-09-01,B DIVISION,A,1,4953,7511,65.9432832
2019-09-01,B DIVISION,A,2,2589,3023,85.6434006
2019-09-01,B DIVISION,B,1,2746,3928,69.9083503
2019-09-01,B DIVISION,C,1,2999,4000,74.975
2019-09-01,B DIVISION,C,2,1273,1544,82.4481865
2019-09-01,B DIVISION,D,1,3729,5480,68.0474453
2019-09-01,B DIVISION,D,2,1753,2092,83.7954111
2019-09-01,B DIVISION,E,1,6534,8213,79.5568002
2019-09-01,B DIVISION,E,2,1932,2086,92.6174497
2019-09-01,B DIVISION,F,1,5230,7829,66.8029122
2019-09-01,B DIVISION,F,2,1770,2077,85.219066
2019-09-01,B DIVISION,G,1,4581,5799,78.9963787
2019-09-01,B DIVISION,G,2,2181,2556,85.3286385
2019-09-01,B DIVISION,JZ,1,4726,5580,84.6953405
2019-09-01,B DIVISION,JZ,2,1923,2216,86.7779783
2019-09-01,B DIVISION,L,1,9137,10066,90.770912
2019-09-01,B DIVISION,L,2,2709,2876,94.1933241
2019-09-01,B DIVISION,M,1,4344,5594,77.65463
2019-09-01,B DIVISION,M,2,2424,2742,88.4026258
2019-09-01,B DIVISION,N,1,7410,9233,80.2556049
2019-09-01,B DIVISION,N,2,1787,2107,84.8125297
2019-09-01,B DIVISION,Q,1,5470,6300,86.8253968
2019-09-01,B DIVISION,Q,2,2121,2484,85.3864734
2019-09-01,B DIVISION,R,1,4373,5647,77.4393483
2019-09-01,B DIVISION,R,2,1873,2160,86.712963
2019-09-01,B DIVISION,S Fkln,1,4708,4720,99.7457627
2019-09-01,B DIVISION,S Fkln,2,2082,2092,99.5219885
2019-09-01,B DIVISION,S Rock,1,2832,2940,96.3265306
2019-09-01,B DIVISION,S Rock,2,963,1010,95.3465347
2019-09-01,Systemwide,Systemwide,1,135007,163238,82.70562
2019-09-01,Systemwide,Systemwide,2,46947,54598,85.9866662
2019-10-01,A DIVISION,1,1,9140,10626,86.0154338
2019-10-01,A DIVISION,1,2,2159,2328,92.7405498
2019-10-01,A DIVISION,2,1,5981,7571,78.9988113
2019-10-01,A DIVISION,2,2,1096,1900,57.6842105
2019-10-01,A DIVISION,3,1,5899,6638,88.8671287
2019-10-01,A DIVISION,3,2,1355,1668,81.235012
2019-10-01,A DIVISION,4,1,6583,8507,77.3833314
2019-10-01,A DIVISION,4,2,1497,2136,70.0842697
2019-10-01,A DIVISION,5,1,6088,7543,80.7105926
2019-10-01,A DIVISION,5,2,1661,1978,83.9737108
2019-10-01,A DIVISION,6,1,9878,12821,77.0454723
2019-10-01,A DIVISION,6,2,2392,2680,89.2537313
2019-10-01,A DIVISION,7,1,13228,15062,87.8236622
2019-10-01,A DIVISION,7,2,2431,2914,83.4248456
2019-10-01,A DIVISION,S 42nd,1,11616,11816,98.3073798
2019-10-01,A DIVISION,S 42nd,2,2859,2864,99.825419
2019-10-01,B DIVISION,A,1,5693,8670,65.6632065
2019-10-01,B DIVISION,A,2,1965,2324,84.5524957
2019-10-01,B DIVISION,B,1,2973,4486,66.2728489
2019-10-01,B DIVISION,C,1,3449,4600,74.9782609
2019-10-01,B DIVISION,C,2,1135,1316,86.2462006
2019-10-01,B DIVISION,D,1,3950,6302,62.6785148
2019-10-01,B DIVISION,D,2,1214,1680,72.2619048
2019-10-01,B DIVISION,E,1,7398,9430,78.4517497
2019-10-01,B DIVISION,E,2,1553,1680,92.4404762
2019-10-01,B DIVISION,F,1,6097,8990,67.8197998
2019-10-01,B DIVISION,F,2,1443,1673,86.2522415
2019-10-01,B DIVISION,G,1,5285,6670,79.2353823
2019-10-01,B DIVISION,G,2,1780,2080,85.5769231
2019-10-01,B DIVISION,JZ,1,5284,6413,82.3951349
2019-10-01,B DIVISION,JZ,2,1497,1792,83.5379464
2019-10-01,B DIVISION,L,1,10568,11280,93.6879433
2019-10-01,B DIVISION,L,2,2249,2370,94.8945148
2019-10-01,B DIVISION,M,1,5217,6512,80.1136364
2019-10-01,B DIVISION,M,2,1844,2212,83.363472
2019-10-01,B DIVISION,N,1,8622,11003,78.3604472
2019-10-01,B DIVISION,N,2,1278,1743,73.3218589
2019-10-01,B DIVISION,Q,1,6089,7324,83.1376297
2019-10-01,B DIVISION,Q,2,1608,2008,80.0796813
2019-10-01,B DIVISION,R,1,4988,6487,76.892246
2019-10-01,B DIVISION,R,2,1516,1728,87.7314815
2019-10-01,B DIVISION,S Fkln,1,5412,5428,99.7052321
2019-10-01,B DIVISION,S Fkln,2,1694,1696,99.8820755
2019-10-01,B DIVISION,S Rock,1,3652,3744,97.542735
2019-10-01,B DIVISION,S Rock,2,1149,1177,97.6210705
2019-10-01,Systemwide,Systemwide,1,153090,187923,81.4642167
2019-10-01,Systemwide,Systemwide,2,37375,43947,85.0456231
2019-11-01,A DIVISION,1,1,7736,9192,84.1601393
2019-11-01,A DIVISION,1,2,2600,2926,88.8585099
2019-11-01,A DIVISION,2,1,5524,6805,81.1756062
2019-11-01,A DIVISION,2,2,2140,3271,65.4234179
2019-11-01,A DIVISION,3,1,5243,5874,89.257746
2019-11-01,A DIVISION,3,2,1101,1460,75.4109589
2019-11-01,A DIVISION,4,1,5669,7400,76.6081081
2019-11-01,A DIVISION,4,2,1896,2676,70.8520179
2019-11-01,A DIVISION,5,1,5215,6559,79.5090715
2019-11-01,A DIVISION,5,2,1874,2259,82.9570606
2019-11-01,A DIVISION,6,1,8596,11088,77.5252525
2019-11-01,A DIVISION,6,2,2459,2826,87.0134466
2019-11-01,A DIVISION,7,1,12081,13081,92.3553245
2019-11-01,A DIVISION,7,2,3563,3792,93.9609705
2019-11-01,A DIVISION,S 42nd,1,10353,10556,98.0769231
2019-11-01,A DIVISION,S 42nd,2,3674,3674,100
2019-11-01,B DIVISION,A,1,5001,7495,66.724483
2019-11-01,B DIVISION,A,2,2301,2811,81.8569904
2019-11-01,B DIVISION,B,1,2426,3859,62.8660275
2019-11-01,B DIVISION,C,1,2948,3860,76.373057
2019-11-01,B DIVISION,C,2,1189,1570,75.7324841
2019-11-01,B DIVISION,D,1,3990,5916,67.4442191
2019-11-01,B DIVISION,D,2,2234,2544,87.8144654
2019-11-01,B DIVISION,E,1,6425,8200,78.3536585
2019-11-01,B DIVISION,E,2,1851,2103,88.0171184
2019-11-01,B DIVISION,F,1,5593,7838,71.3574892
2019-11-01,B DIVISION,F,2,1666,2097,79.4468288
2019-11-01,B DIVISION,G,1,4443,5804,76.5506547
2019-11-01,B DIVISION,G,2,2052,2571,79.8133022
2019-11-01,B DIVISION,JZ,1,4597,5580,82.3835125
2019-11-01,B DIVISION,JZ,2,2050,2246,91.2733749
2019-11-01,B DIVISION,L,1,9482,9956,95.2390518
2019-11-01,B DIVISION,L,2,2615,2816,92.8622159
2019-11-01,B DIVISION,M,1,4555,5630,80.9058615
2019-11-01,B DIVISION,M,2,2393,2712,88.2374631
2019-11-01,B DIVISION,N,1,6886,9213,74.7422121
2019-11-01,B DIVISION,N,2,1531,2366,64.7083686
2019-11-01,B DIVISION,Q,1,5181,6346,81.6419792
2019-11-01,B DIVISION,Q,2,2388,2526,94.5368171
2019-11-01,B DIVISION,R,1,4263,5622,75.8271078
2019-11-01,B DIVISION,R,2,1509,2082,72.4783862
2019-11-01,B DIVISION,S Fkln,1,4676,4720,99.0677966
2019-11-01,B DIVISION,S Fkln,2,2091,2126,98.3537159
2019-11-01,B DIVISION,S Rock,1,3085,3240,95.2160494
2019-11-01,B DIVISION,S Rock,2,1497,1521,98.4220907
2019-11-01,Systemwide,Systemwide,1,133968,163834,81.7705727
2019-11-01,Systemwide,Systemwide,2,46674,54975,84.9004093
2019-12-01,A DIVISION,1,1,8224,9752,84.3314192
2019-12-01,A DIVISION,1,2,2673,2884,92.6837725
2019-12-01,A DIVISION,2,1,5268,6833,77.0964437
2019-12-01,A DIVISION,2,2,1813,2796,64.8426323
2019-12-01,A DIVISION,3,1,5435,6304,86.2151015
2019-12-01,A DIVISION,3,2,1056,1390,75.971223
2019-12-01,A DIVISION,4,1,6137,7771,78.9731051
2019-12-01,A DIVISION,4,2,2046,2640,77.5
2019-12-01,A DIVISION,5,1,5555,6886,80.6709265
2019-12-01,A DIVISION,5,2,2224,2485,89.4969819
2019-12-01,A DIVISION,6,1,8998,11696,76.9322845
2019-12-01,A DIVISION,6,2,2485,2780,89.3884892
2019-12-01,A DIVISION,7,1,12163,13646,89.1323465
2019-12-01,A DIVISION,7,2,3522,3704,95.0863931
2019-12-01,A DIVISION,S 42nd,1,11079,11264,98.3575994
2019-12-01,A DIVISION,S 42nd,2,3558,3560,99.9438202
2019-12-01,B DIVISION,A,1,5223,7984,65.4183367
2019-12-01,B DIVISION,A,2,2995,3690,81.1653117
2019-12-01,B DIVISION,B,1,2575,4088,62.9892368
2019-12-01,B DIVISION,C,1,2968,4222,70.2984368
2019-12-01,B DIVISION,C,2,1213,1548,78.3591731
2019-12-01,B DIVISION,D,1,3629,5764,62.9597502
2019-12-01,B DIVISION,D,2,2019,2276,88.7082601
2019-12-01,B DIVISION,E,1,6677,8610,77.5493612
2019-12-01,B DIVISION,E,2,1905,2088,91.2356322
2019-12-01,B DIVISION,F,1,5516,8230,67.0230863
2019-12-01,B DIVISION,F,2,1726,2076,83.1406551
2019-12-01,B DIVISION,G,1,4431,6090,72.7586207
2019-12-01,B DIVISION,G,2,2041,2558,79.7888976
2019-12-01,B DIVISION,JZ,1,4570,5842,78.2266347
2019-12-01,B DIVISION,JZ,2,1918,2218,86.4743012
2019-12-01,B DIVISION,L,1,9822,10291,95.4426198
2019-12-01,B DIVISION,L,2,2719,2804,96.9686163
2019-12-01,B DIVISION,M,1,4811,6059,79.4025417
2019-12-01,B DIVISION,M,2,2441,2691,90.7097733
2019-12-01,B DIVISION,N,1,6791,9624,70.5631754
2019-12-01,B DIVISION,N,2,1607,2190,73.3789954
2019-12-01,B DIVISION,Q,1,5498,6621,83.0388159
2019-12-01,B DIVISION,Q,2,1798,2454,73.2681337
2019-12-01,B DIVISION,R,1,4253,5943,71.5631836
2019-12-01,B DIVISION,R,2,1847,2160,85.5092593
2019-12-01,B DIVISION,S Fkln,1,4944,4956,99.7578692
2019-12-01,B DIVISION,S Fkln,2,2072,2092,99.0439771
2019-12-01,B DIVISION,S Rock,1,3379,3528,95.776644
2019-12-01,B DIVISION,S Rock,2,1497,1544,96.9559585
2019-12-01,Systemwide,Systemwide,1,137946,172004,80.1992977
2019-12-01,Systemwide,Systemwide,2,47175,54628,86.3568134
