month,division,line,day_type,category,count
2/1/2017,B DIVISION,JZ,1,Signals,1
2/1/2017,B DIVISION,L,1,Signals,2
2/1/2017,B DIVISION,L,2,Other,1
2/1/2017,B DIVISION,L,2,Track,1
2/1/2017,B DIVISION,M,1,Other,1
2/1/2017,B DIVISION,M,1,Track,2
2/1/2017,B DIVISION,N,1,Signals,1
2/1/2017,B DIVISION,N,1,Subway Car,1
2/1/2017,B DIVISION,N,1,Track,1
2/1/2017,B DIVISION,Q,1,Track,1
2/1/2017,B DIVISION,R,1,Other,3
2/1/2017,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2/1/2017,B DIVISION,R,1,Track,2
2/1/2017,Systemwide,Systemwide,1,Other,17
2/1/2017,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,10
2/1/2017,Systemwide,Systemwide,1,Signals,24
2/1/2017,Systemwide,Systemwide,1,Subway Car,4
2/1/2017,Systemwide,Systemwide,1,Track,23
2/1/2017,Systemwide,Systemwide,2,Other,1
2/1/2017,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,3
2/1/2017,Systemwide,Systemwide,2,Signals,1
2/1/2017,Systemwide,Systemwide,2,Track,1
3/1/2017,A DIVISION,1,1,Other,1
3/1/2017,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
3/1/2017,A DIVISION,1,1,Signals,2
3/1/2017,A DIVISION,1,2,Signals,1
3/1/2017,A DIVISION,2,1,Other,1
3/1/2017,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
3/1/2017,A DIVISION,2,1,Signals,2
3/1/2017,A DIVISION,2,1,Track,1
3/1/2017,A DIVISION,2,2,Other,1
3/1/2017,A DIVISION,3,1,Signals,1
3/1/2017,A DIVISION,3,1,Track,3
3/1/2017,A DIVISION,3,2,Other,1
3/1/2017,A DIVISION,3,2,Other,2
3/1/2017,A DIVISION,4,1,Other,1
3/1/2017,A DIVISION,4,1,Signals,1
3/1/2017,A DIVISION,4,1,Stations and Structure,2
3/1/2017,A DIVISION,5,1,Other,2
3/1/2017,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
3/1/2017,A DIVISION,5,1,Signals,2
3/1/2017,A DIVISION,5,1,Track,1
3/1/2017,A DIVISION,5,2,Other,1
3/1/2017,A DIVISION,6,1,Other,1
3/1/2017,A DIVISION,6,1,Persons on Trackbed/Police/Medical,4
3/1/2017,A DIVISION,6,1,Signals,2
3/1/2017,A DIVISION,6,1,Subway Car,1
3/1/2017,A DIVISION,6,1,Track,1
3/1/2017,A DIVISION,7,1,Other,1
3/1/2017,A DIVISION,7,1,Signals,3
3/1/2017,A DIVISION,7,1,Stations and Structure,2
3/1/2017,A DIVISION,7,1,Subway Car,1
3/1/2017,B DIVISION,A,1,Other,1
3/1/2017,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
3/1/2017,B DIVISION,A,1,Stations and Structure,2
3/1/2017,B DIVISION,A,1,Track,1
3/1/2017,B DIVISION,A,2,Signals,1
3/1/2017,B DIVISION,B,1,Persons on Trackbed/Police/Medical,2
3/1/2017,B DIVISION,B,1,Signals,1
3/1/2017,B DIVISION,C,1,Stations and Structure,1
3/1/2017,B DIVISION,D,1,Other,1
3/1/2017,B DIVISION,D,1,Signals,2
3/1/2017,B DIVISION,D,2,Persons on Trackbed/Police/Medical,1
3/1/2017,B DIVISION,E,1,Other,1
3/1/2017,B DIVISION,E,1,Track,2
3/1/2017,B DIVISION,F,1,Other,2
3/1/2017,B DIVISION,F,1,Persons on Trackbed/Police/Medical,4
3/1/2017,B DIVISION,F,1,Subway Car,2
3/1/2017,B DIVISION,F,1,Track,1
3/1/2017,B DIVISION,G,1,Signals,1
3/1/2017,B DIVISION,M,1,Signals,1
3/1/2017,B DIVISION,M,1,Subway Car,1
3/1/2017,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
3/1/2017,B DIVISION,N,1,Signals,2
3/1/2017,B DIVISION,N,1,Track,5
3/1/2017,B DIVISION,Q,1,Other,1
3/1/2017,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
3/1/2017,B DIVISION,Q,1,Signals,2
3/1/2017,B DIVISION,R,1,Other,2
3/1/2017,Systemwide,Systemwide,1,Other,15
3/1/2017,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,16
3/1/2017,Systemwide,Systemwide,1,Signals,22
3/1/2017,Systemwide,Systemwide,1,Stations and Structure,7
3/1/2017,Systemwide,Systemwide,1,Subway Car,5
3/1/2017,Systemwide,Systemwide,1,Track,15
3/1/2017,Systemwide,Systemwide,2,Other,5
3/1/2017,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
3/1/2017,Systemwide,Systemwide,2,Signals,2
4/1/2017,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
4/1/2017,A DIVISION,1,1,Stations and Structure,1
4/1/2017,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
4/1/2017,A DIVISION,2,1,Signals,2
4/1/2017,A DIVISION,2,1,Stations and Structure,1
4/1/2017,A DIVISION,4,1,Other,3
4/1/2017,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
4/1/2017,A DIVISION,4,1,Signals,1
4/1/2017,A DIVISION,4,1,Subway Car,1
4/1/2017,A DIVISION,4,2,Signals,3
4/1/2017,A DIVISION,5,1,Other,1
4/1/2017,A DIVISION,5,1,Persons on Trackbed/Police/Medical,3
4/1/2017,A DIVISION,5,1,Signals,1
4/1/2017,A DIVISION,5,1,Track,3
4/1/2017,A DIVISION,6,1,Other,2
4/1/2017,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
4/1/2017,A DIVISION,6,1,Signals,4
4/1/2017,A DIVISION,6,1,Stations and Structure,1
4/1/2017,A DIVISION,6,1,Track,1
4/1/2017,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
4/1/2017,A DIVISION,7,1,Signals,4
4/1/2017,A DIVISION,7,1,Stations and Structure,1
4/1/2017,A DIVISION,7,1,Track,2
4/1/2017,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
4/1/2017,B DIVISION,A,1,Signals,2
4/1/2017,B DIVISION,B,1,Signals,1
4/1/2017,B DIVISION,B,1,Stations and Structure,1
4/1/2017,B DIVISION,B,1,Track,1
4/1/2017,B DIVISION,D,1,Other,1
4/1/2017,B DIVISION,D,1,Signals,2
4/1/2017,B DIVISION,D,1,Track,1
4/1/2017,B DIVISION,E,1,Stations and Structure,1
4/1/2017,B DIVISION,E,1,Track,1
4/1/2017,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
4/1/2017,B DIVISION,F,1,Signals,1
4/1/2017,B DIVISION,F,2,Subway Car,1
4/1/2017,B DIVISION,JZ,1,Persons on Trackbed/Police/Medical,1
4/1/2017,B DIVISION,L,2,Other,1
4/1/2017,B DIVISION,M,1,Other,1
4/1/2017,B DIVISION,M,1,Signals,1
4/1/2017,B DIVISION,M,1,Subway Car,1
4/1/2017,B DIVISION,M,1,Track,2
4/1/2017,B DIVISION,M,2,Other,1
4/1/2017,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
4/1/2017,B DIVISION,N,1,Signals,2
4/1/2017,B DIVISION,N,1,Track,1
4/1/2017,B DIVISION,N,2,Signals,1
4/1/2017,B DIVISION,Q,1,Signals,1
4/1/2017,B DIVISION,Q,1,Subway Car,1
4/1/2017,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
4/1/2017,B DIVISION,R,1,Signals,3
4/1/2017,B DIVISION,W,1,Subway Car,1
4/1/2017,Systemwide,Systemwide,1,Other,8
4/1/2017,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,14
4/1/2017,Systemwide,Systemwide,1,Signals,25
4/1/2017,Systemwide,Systemwide,1,Stations and Structure,6
4/1/2017,Systemwide,Systemwide,1,Subway Car,4
4/1/2017,Systemwide,Systemwide,1,Track,12
4/1/2017,Systemwide,Systemwide,2,Other,2
4/1/2017,Systemwide,Systemwide,2,Signals,4
4/1/2017,Systemwide,Systemwide,2,Subway Car,1
5/1/2017,A DIVISION,1,1,Persons on Trackbed/Police/Medical,2
5/1/2017,A DIVISION,1,1,Signals,4
5/1/2017,A DIVISION,2,1,Other,2
5/1/2017,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
5/1/2017,A DIVISION,2,1,Signals,2
5/1/2017,A DIVISION,2,1,Track,1
5/1/2017,A DIVISION,3,1,Other,1
5/1/2017,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
5/1/2017,A DIVISION,3,1,Stations and Structure,2
5/1/2017,A DIVISION,3,2,Other,1
5/1/2017,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
5/1/2017,A DIVISION,4,1,Signals,1
5/1/2017,A DIVISION,4,1,Stations and Structure,1
5/1/2017,A DIVISION,4,1,Subway Car,1
5/1/2017,A DIVISION,4,1,Track,2
5/1/2017,A DIVISION,4,2,Signals,1
5/1/2017,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
5/1/2017,A DIVISION,5,1,Signals,3
5/1/2017,A DIVISION,5,1,Track,1
5/1/2017,A DIVISION,6,1,Other,1
5/1/2017,A DIVISION,6,1,Persons on Trackbed/Police/Medical,3
5/1/2017,A DIVISION,6,1,Subway Car,2
5/1/2017,A DIVISION,6,1,Track,1
5/1/2017,A DIVISION,7,1,Persons on Trackbed/Police/Medical,2
5/1/2017,A DIVISION,7,1,Signals,1
5/1/2017,A DIVISION,7,2,Signals,1
5/1/2017,B DIVISION,A,1,Persons on Trackbed/Police/Medical,2
5/1/2017,B DIVISION,A,1,Signals,2
5/1/2017,B DIVISION,B,1,Other,1
5/1/2017,B DIVISION,B,1,Signals,1
5/1/2017,B DIVISION,C,1,Signals,1
5/1/2017,B DIVISION,C,2,Track,1
5/1/2017,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
5/1/2017,B DIVISION,E,1,Signals,1
5/1/2017,B DIVISION,E,1,Stations and Structure,4
5/1/2017,B DIVISION,E,1,Track,1
5/1/2017,B DIVISION,F,1,Persons on Trackbed/Police/Medical,3
5/1/2017,B DIVISION,F,1,Signals,3
5/1/2017,B DIVISION,F,1,Stations and Structure,1
5/1/2017,B DIVISION,F,1,Subway Car,1
5/1/2017,B DIVISION,F,1,Track,2
5/1/2017,B DIVISION,F,2,Stations and Structure,1
5/1/2017,B DIVISION,G,1,Signals,1
5/1/2017,B DIVISION,JZ,1,Stations and Structure,1
5/1/2017,B DIVISION,L,1,Track,1
5/1/2017,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
5/1/2017,B DIVISION,N,1,Persons on Trackbed/Police/Medical,2
5/1/2017,B DIVISION,N,1,Signals,3
5/1/2017,B DIVISION,N,2,Signals,1
5/1/2017,B DIVISION,Q,2,Other,1
5/1/2017,B DIVISION,R,1,Signals,2
5/1/2017,B DIVISION,R,1,Subway Car,2
5/1/2017,Systemwide,Systemwide,1,Other,5
5/1/2017,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,21
5/1/2017,Systemwide,Systemwide,1,Signals,25
5/1/2017,Systemwide,Systemwide,1,Stations and Structure,9
5/1/2017,Systemwide,Systemwide,1,Subway Car,6
5/1/2017,Systemwide,Systemwide,1,Track,9
5/1/2017,Systemwide,Systemwide,2,Other,2
5/1/2017,Systemwide,Systemwide,2,Signals,3
5/1/2017,Systemwide,Systemwide,2,Stations and Structure,1
5/1/2017,Systemwide,Systemwide,2,Track,1
6/1/2017,A DIVISION,1,1,Persons on Trackbed/Police/Medical,2
6/1/2017,A DIVISION,1,1,Signals,2
6/1/2017,A DIVISION,1,1,Stations and Structure,1
6/1/2017,A DIVISION,1,1,Track,1
6/1/2017,A DIVISION,2,1,Other,2
6/1/2017,A DIVISION,2,1,Subway Car,1
6/1/2017,A DIVISION,2,1,Track,1
6/1/2017,A DIVISION,2,2,Signals,1
6/1/2017,A DIVISION,3,1,Persons on Trackbed/Police/Medical,2
6/1/2017,A DIVISION,3,1,Signals,1
6/1/2017,A DIVISION,3,1,Stations and Structure,1
6/1/2017,A DIVISION,3,1,Track,1
6/1/2017,A DIVISION,4,1,Other,1
6/1/2017,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
6/1/2017,A DIVISION,4,1,Signals,2
6/1/2017,A DIVISION,4,1,Stations and Structure,1
6/1/2017,A DIVISION,4,1,Subway Car,1
6/1/2017,A DIVISION,4,2,Other,1
6/1/2017,A DIVISION,5,1,Other,1
6/1/2017,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
6/1/2017,A DIVISION,5,1,Signals,2
6/1/2017,A DIVISION,5,1,Subway Car,1
6/1/2017,A DIVISION,6,1,Other,1
6/1/2017,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
6/1/2017,A DIVISION,6,1,Signals,1
6/1/2017,A DIVISION,6,1,Stations and Structure,1
6/1/2017,A DIVISION,7,1,Other,1
6/1/2017,A DIVISION,7,1,Signals,2
6/1/2017,A DIVISION,7,1,Track,2
6/1/2017,B DIVISION,A,1,Other,1
6/1/2017,B DIVISION,A,1,Signals,2
6/1/2017,B DIVISION,A,1,Stations and Structure,1
6/1/2017,B DIVISION,B,1,Signals,1
6/1/2017,B DIVISION,C,1,Signals,3
6/1/2017,B DIVISION,C,1,Stations and Structure,1
6/1/2017,B DIVISION,C,2,Signals,1
6/1/2017,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
6/1/2017,B DIVISION,D,1,Signals,1
6/1/2017,B DIVISION,D,1,Track,2
6/1/2017,B DIVISION,E,1,Signals,3
6/1/2017,B DIVISION,E,1,Stations and Structure,1
6/1/2017,B DIVISION,E,1,Track,2
6/1/2017,B DIVISION,F,1,Persons on Trackbed/Police/Medical,2
6/1/2017,B DIVISION,F,1,Signals,4
6/1/2017,B DIVISION,F,1,Stations and Structure,2
6/1/2017,B DIVISION,F,1,Subway Car,1
6/1/2017,B DIVISION,F,1,Track,3
6/1/2017,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
6/1/2017,B DIVISION,N,1,Subway Car,1
6/1/2017,B DIVISION,N,1,Track,4
6/1/2017,B DIVISION,Q,1,Other,1
6/1/2017,B DIVISION,Q,1,Subway Car,1
6/1/2017,B DIVISION,Q,1,Track,1
6/1/2017,B DIVISION,R,1,Other,1
6/1/2017,B DIVISION,R,1,Signals,1
6/1/2017,B DIVISION,R,1,Track,1
6/1/2017,B DIVISION,R,2,Subway Car,1
6/1/2017,B DIVISION,W,1,Track,1
6/1/2017,Systemwide,Systemwide,1,Other,9
6/1/2017,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,13
6/1/2017,Systemwide,Systemwide,1,Signals,25
6/1/2017,Systemwide,Systemwide,1,Stations and Structure,9
6/1/2017,Systemwide,Systemwide,1,Subway Car,6
6/1/2017,Systemwide,Systemwide,1,Track,19
6/1/2017,Systemwide,Systemwide,2,Other,1
6/1/2017,Systemwide,Systemwide,2,Signals,2
6/1/2017,Systemwide,Systemwide,2,Subway Car,1
7/1/2017,A DIVISION,1,1,Other,1
7/1/2017,A DIVISION,1,1,Signals,2
7/1/2017,A DIVISION,1,1,Subway Car,1
7/1/2017,A DIVISION,1,1,Track,1
7/1/2017,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
7/1/2017,A DIVISION,2,1,Signals,1
7/1/2017,A DIVISION,2,2,Track,1
7/1/2017,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
7/1/2017,A DIVISION,3,1,Track,1
7/1/2017,A DIVISION,4,1,Persons on Trackbed/Police/Medical,5
7/1/2017,A DIVISION,4,1,Signals,3
7/1/2017,A DIVISION,4,1,Track,1
7/1/2017,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
7/1/2017,A DIVISION,5,1,Track,1
7/1/2017,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
7/1/2017,A DIVISION,6,1,Subway Car,1
7/1/2017,A DIVISION,7,1,Other,1
7/1/2017,A DIVISION,7,1,Signals,3
7/1/2017,A DIVISION,7,1,Subway Car,1
7/1/2017,A DIVISION,7,1,Track,1
7/1/2017,A DIVISION,7,2,Other,1
7/1/2017,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
7/1/2017,B DIVISION,A,1,Signals,1
7/1/2017,B DIVISION,A,2,Signals,1
7/1/2017,B DIVISION,B,1,Signals,1
7/1/2017,B DIVISION,B,1,Track,2
7/1/2017,B DIVISION,D,1,Signals,1
7/1/2017,B DIVISION,D,2,Persons on Trackbed/Police/Medical,1
7/1/2017,B DIVISION,E,1,Other,1
7/1/2017,B DIVISION,E,1,Signals,2
7/1/2017,B DIVISION,E,2,Signals,1
7/1/2017,B DIVISION,F,1,Other,1
7/1/2017,B DIVISION,F,1,Persons on Trackbed/Police/Medical,2
7/1/2017,B DIVISION,F,1,Signals,2
7/1/2017,B DIVISION,F,1,Stations and Structure,1
7/1/2017,B DIVISION,JZ,1,Track,1
7/1/2017,B DIVISION,N,1,Signals,1
7/1/2017,B DIVISION,N,1,Stations and Structure,1
7/1/2017,B DIVISION,N,1,Track,1
7/1/2017,B DIVISION,Q,1,Other,1
7/1/2017,B DIVISION,Q,1,Signals,1
7/1/2017,B DIVISION,Q,1,Subway Car,1
7/1/2017,B DIVISION,R,1,Other,2
7/1/2017,B DIVISION,R,1,Subway Car,1
7/1/2017,Systemwide,Systemwide,1,Other,7
7/1/2017,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,13
7/1/2017,Systemwide,Systemwide,1,Signals,18
7/1/2017,Systemwide,Systemwide,1,Stations and Structure,2
7/1/2017,Systemwide,Systemwide,1,Subway Car,5
7/1/2017,Systemwide,Systemwide,1,Track,9
7/1/2017,Systemwide,Systemwide,2,Other,1
7/1/2017,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
7/1/2017,Systemwide,Systemwide,2,Signals,2
7/1/2017,Systemwide,Systemwide,2,Track,1
8/1/2017,A DIVISION,1,1,Signals,1
8/1/2017,A DIVISION,2,1,Other,2
8/1/2017,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
8/1/2017,A DIVISION,2,1,Subway Car,2
8/1/2017,A DIVISION,2,1,Track,1
8/1/2017,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
8/1/2017,A DIVISION,3,1,Track,2
8/1/2017,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
8/1/2017,A DIVISION,4,1,Signals,2
8/1/2017,A DIVISION,4,1,Track,1
8/1/2017,A DIVISION,4,2,Persons on Trackbed/Police/Medical,2
8/1/2017,A DIVISION,4,2,Signals,1
8/1/2017,A DIVISION,4,2,Track,1
8/1/2017,A DIVISION,5,1,Stations and Structure,1
8/1/2017,A DIVISION,6,1,Other,1
8/1/2017,A DIVISION,6,1,Persons on Trackbed/Police/Medical,4
8/1/2017,A DIVISION,6,1,Signals,1
8/1/2017,A DIVISION,6,1,Track,2
8/1/2017,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
8/1/2017,A DIVISION,7,1,Signals,2
8/1/2017,A DIVISION,7,1,Track,2
8/1/2017,B DIVISION,A,1,Signals,4
8/1/2017,B DIVISION,A,1,Track,1
8/1/2017,B DIVISION,A,2,Other,1
8/1/2017,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
8/1/2017,B DIVISION,D,1,Track,1
8/1/2017,B DIVISION,D,2,Other,1
8/1/2017,B DIVISION,E,1,Signals,2
8/1/2017,B DIVISION,E,1,Stations and Structure,1
8/1/2017,B DIVISION,E,1,Track,1
8/1/2017,B DIVISION,F,1,Signals,5
8/1/2017,B DIVISION,F,1,Stations and Structure,1
8/1/2017,B DIVISION,F,1,Track,1
8/1/2017,B DIVISION,L,1,Persons on Trackbed/Police/Medical,2
8/1/2017,B DIVISION,M,1,Persons on Trackbed/Police/Medical,2
8/1/2017,B DIVISION,M,2,Track,1
8/1/2017,B DIVISION,N,1,Signals,2
8/1/2017,B DIVISION,N,1,Track,1
8/1/2017,B DIVISION,Q,1,Other,1
8/1/2017,B DIVISION,Q,1,Track,1
8/1/2017,B DIVISION,R,1,Persons on Trackbed/Police/Medical,2
8/1/2017,B DIVISION,R,1,Stations and Structure,1
8/1/2017,B DIVISION,R,1,Subway Car,1
8/1/2017,B DIVISION,R,1,Track,3
8/1/2017,B DIVISION,W,1,Subway Car,1
8/1/2017,Systemwide,Systemwide,1,Other,4
8/1/2017,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,15
8/1/2017,Systemwide,Systemwide,1,Signals,19
8/1/2017,Systemwide,Systemwide,1,Stations and Structure,4
8/1/2017,Systemwide,Systemwide,1,Subway Car,4
8/1/2017,Systemwide,Systemwide,1,Track,17
8/1/2017,Systemwide,Systemwide,2,Other,2
8/1/2017,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,2
8/1/2017,Systemwide,Systemwide,2,Signals,1
8/1/2017,Systemwide,Systemwide,2,Track,2
9/1/2017,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
9/1/2017,A DIVISION,1,1,Signals,1
9/1/2017,A DIVISION,1,1,Track,3
9/1/2017,A DIVISION,1,2,Signals,1
9/1/2017,A DIVISION,2,1,Signals,1
9/1/2017,A DIVISION,2,1,Subway Car,1
9/1/2017,A DIVISION,2,1,Track,4
9/1/2017,A DIVISION,3,1,Signals,2
9/1/2017,A DIVISION,3,1,Track,1
9/1/2017,A DIVISION,4,1,Stations and Structure,1
9/1/2017,A DIVISION,4,2,Other,2
9/1/2017,A DIVISION,4,2,Signals,1
9/1/2017,A DIVISION,5,1,Other,2
9/1/2017,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
9/1/2017,A DIVISION,5,1,Signals,4
9/1/2017,A DIVISION,5,1,Stations and Structure,1
9/1/2017,A DIVISION,5,1,Track,1
9/1/2017,A DIVISION,5,2,Persons on Trackbed/Police/Medical,1
9/1/2017,A DIVISION,6,1,Other,1
9/1/2017,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
9/1/2017,A DIVISION,6,1,Signals,1
9/1/2017,A DIVISION,6,1,Subway Car,1
9/1/2017,A DIVISION,6,1,Track,2
9/1/2017,A DIVISION,7,1,Persons on Trackbed/Police/Medical,3
9/1/2017,A DIVISION,7,1,Signals,2
9/1/2017,A DIVISION,7,1,Track,2
9/1/2017,B DIVISION,A,1,Signals,1
9/1/2017,B DIVISION,B,1,Signals,1
9/1/2017,B DIVISION,B,1,Subway Car,1
9/1/2017,B DIVISION,B,1,Track,2
9/1/2017,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
9/1/2017,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
9/1/2017,B DIVISION,E,1,Signals,4
9/1/2017,B DIVISION,E,1,Stations and Structure,1
9/1/2017,B DIVISION,E,1,Subway Car,1
9/1/2017,B DIVISION,E,1,Track,1
9/1/2017,B DIVISION,F,1,Persons on Trackbed/Police/Medical,4
9/1/2017,B DIVISION,F,1,Track,1
9/1/2017,B DIVISION,F,2,Other,1
9/1/2017,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
9/1/2017,B DIVISION,L,1,Subway Car,1
9/1/2017,B DIVISION,L,2,Track,1
9/1/2017,B DIVISION,M,1,Stations and Structure,1
9/1/2017,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
9/1/2017,B DIVISION,N,1,Track,2
9/1/2017,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
9/1/2017,B DIVISION,Q,1,Signals,1
9/1/2017,B DIVISION,Q,1,Subway Car,1
9/1/2017,B DIVISION,R,1,Persons on Trackbed/Police/Medical,2
9/1/2017,B DIVISION,R,1,Signals,1
9/1/2017,Systemwide,Systemwide,1,Other,3
9/1/2017,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,18
9/1/2017,Systemwide,Systemwide,1,Signals,19
9/1/2017,Systemwide,Systemwide,1,Stations and Structure,4
9/1/2017,Systemwide,Systemwide,1,Subway Car,6
9/1/2017,Systemwide,Systemwide,1,Track,19
9/1/2017,Systemwide,Systemwide,2,Other,3
9/1/2017,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
9/1/2017,Systemwide,Systemwide,2,Signals,2
9/1/2017,Systemwide,Systemwide,2,Track,1
10/1/2017,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
10/1/2017,A DIVISION,1,1,Signals,2
10/1/2017,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
10/1/2017,A DIVISION,2,1,Signals,1
10/1/2017,A DIVISION,2,1,Track,2
10/1/2017,A DIVISION,2,2,Signals,1
10/1/2017,A DIVISION,3,2,Track,1
10/1/2017,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
10/1/2017,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
10/1/2017,A DIVISION,5,1,Signals,1
10/1/2017,A DIVISION,5,1,Track,1
10/1/2017,A DIVISION,5,2,Track,1
10/1/2017,A DIVISION,6,1,Other,1
10/1/2017,A DIVISION,6,1,Persons on Trackbed/Police/Medical,3
10/1/2017,A DIVISION,6,1,Track,1
10/1/2017,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
10/1/2017,A DIVISION,7,1,Signals,3
10/1/2017,A DIVISION,7,1,Stations and Structure,1
10/1/2017,A DIVISION,7,1,Subway Car,2
10/1/2017,A DIVISION,7,1,Track,4
10/1/2017,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
10/1/2017,B DIVISION,A,1,Signals,2
10/1/2017,B DIVISION,A,1,Subway Car,1
10/1/2017,B DIVISION,A,1,Track,1
10/1/2017,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
10/1/2017,B DIVISION,B,1,Track,1
10/1/2017,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
10/1/2017,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
10/1/2017,B DIVISION,D,1,Signals,1
10/1/2017,B DIVISION,D,2,Other,1
10/1/2017,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
10/1/2017,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
10/1/2017,B DIVISION,F,1,Signals,1
10/1/2017,B DIVISION,F,1,Subway Car,2
10/1/2017,B DIVISION,F,1,Track,2
10/1/2017,B DIVISION,F,2,Stations and Structure,1
10/1/2017,B DIVISION,JZ,1,Persons on Trackbed/Police/Medical,1
10/1/2017,B DIVISION,L,1,Signals,1
10/1/2017,B DIVISION,L,2,Signals,1
10/1/2017,B DIVISION,L,2,Track,1
10/1/2017,B DIVISION,M,1,Signals,2
10/1/2017,B DIVISION,M,1,Stations and Structure,1
10/1/2017,B DIVISION,M,1,Track,1
10/1/2017,B DIVISION,N,1,Signals,1
10/1/2017,B DIVISION,N,1,Track,1
10/1/2017,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,2
10/1/2017,B DIVISION,Q,1,Signals,1
10/1/2017,B DIVISION,Q,1,Subway Car,1
10/1/2017,B DIVISION,Q,1,Track,3
10/1/2017,B DIVISION,R,1,Other,1
10/1/2017,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
10/1/2017,B DIVISION,R,1,Stations and Structure,1
10/1/2017,B DIVISION,R,1,Track,1
10/1/2017,Systemwide,Systemwide,1,Other,2
10/1/2017,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,19
10/1/2017,Systemwide,Systemwide,1,Signals,16
10/1/2017,Systemwide,Systemwide,1,Stations and Structure,3
10/1/2017,Systemwide,Systemwide,1,Subway Car,6
10/1/2017,Systemwide,Systemwide,1,Track,18
10/1/2017,Systemwide,Systemwide,2,Other,1
10/1/2017,Systemwide,Systemwide,2,Signals,2
10/1/2017,Systemwide,Systemwide,2,Stations and Structure,1
10/1/2017,Systemwide,Systemwide,2,Track,3
11/1/2017,A DIVISION,1,1,Track,1
